41	37	20	52	13	26	34	29	30	28	24	29	22	35	29	65	5	22	65	29	10	14	13	56	32	57	15	19	26	52	6	31	24	17	22	63	9	12	29	10	27	22	24	57	0	19	46	52	61	23	8	2	23	34	31	53	33	18	33	31	20	6	52	7	50	15	24	46	61	59	11	61	64	2	31	26	31	6	21	58	3	41
25	33	2	40	31	12	16	10	12	18	18	19	3	20	12	49	17	5	51	19	24	5	28	42	23	41	15	6	8	36	25	25	7	3	14	47	12	28	22	24	13	14	16	41	19	0	34	37	47	7	22	21	17	16	19	39	23	17	19	15	9	20	40	13	37	12	5	33	46	45	25	46	49	20	13	12	14	23	13	43	21	25
15	17	32	7	57	42	36	30	24	49	22	50	33	14	36	22	42	36	19	16	55	36	47	14	15	16	32	40	34	14	50	17	28	33	47	25	45	58	18	44	21	24	22	16	46	34	0	10	16	27	43	48	23	23	16	9	13	29	46	41	41	50	7	44	5	31	33	4	17	15	56	17	20	48	24	22	21	47	25	17	46	15
13	27	35	8	64	43	34	31	26	49	30	51	35	17	36	13	48	38	13	23	60	40	55	4	23	6	39	42	36	4	57	26	31	37	49	15	49	64	26	51	25	31	29	6	52	37	10	0	10	31	51	54	30	23	21	3	21	36	45	40	44	56	8	49	7	37	35	7	9	8	61	9	12	54	25	26	23	54	31	7	53	13
23	32	45	10	73	53	44	41	36	60	38	61	46	27	46	9	57	48	3	32	70	50	63	7	31	9	48	52	46	13	66	33	41	47	59	15	59	73	34	60	35	40	38	9	61	47	16	10	0	41	59	64	39	33	31	9	29	45	55	51	54	65	10	59	11	46	45	15	4	3	71	3	4	63	35	36	33	63	41	9	62	23
19	28	4	33	36	16	15	8	6	22	15	24	5	13	12	43	21	9	44	14	30	10	31	35	18	35	16	12	9	30	29	20	1	7	20	40	19	34	17	27	6	11	12	35	23	7	27	31	41	0	25	26	13	10	12	32	17	16	21	17	14	26	33	19	31	12	6	26	39	38	31	39	43	25	8	6	8	27	10	36	25	19
42	32	24	50	14	33	39	32	32	35	21	36	25	34	34	64	6	27	62	27	17	18	6	55	29	56	12	25	31	51	8	27	26	20	29	63	16	19	25	2	28	20	22	56	8	22	43	51	59	25	0	9	20	36	29	51	30	15	39	37	27	14	50	14	48	14	28	44	59	58	19	59	62	10	33	26	32	5	20	57	5	42
44	39	23	55	10	28	36	31	32	29	26	30	24	37	32	67	7	25	67	32	9	16	12	59	34	60	17	21	29	54	4	33	26	19	24	66	11	11	31	10	30	24	26	60	2	21	48	54	64	26	9	0	25	36	33	55	35	20	35	33	22	6	55	9	52	17	26	48	63	62	10	63	66	2	34	28	33	4	23	61	3	44
22	16	16	30	34	29	28	21	17	34	2	36	18	15	25	44	19	21	42	7	32	16	24	35	9	36	9	23	22	31	27	9	14	14	30	44	23	35	6	21	10	2	2	36	23	17	23	30	39	13	20	25	0	20	9	30	10	6	34	30	25	28	30	22	28	8	19	24	39	37	34	39	42	25	18	9	15	24	4	37	23	22
10	30	14	28	46	20	12	8	4	26	20	28	13	10	13	34	31	15	37	16	40	20	41	27	20	26	25	20	12	21	40	23	10	17	26	31	28	43	21	37	9	18	18	26	34	16	23	23	33	10	36	36	20	0	13	25	18	24	22	18	21	36	28	29	25	22	12	20	31	31	41	31	35	35	2	11	4	38	18	27	35	10
13	17	17	22	43	29	25	18	12	35	9	36	18	5	23	34	27	22	34	3	39	20	34	26	7	27	18	25	21	22	36	10	13	17	32	34	29	43	8	30	6	9	8	27	31	19	16	21	31	12	29	33	9	13	0	22	5	15	33	28	27	35	22	29	20	16	19	15	30	29	40	30	33	33	12	6	9	33	10	28	31	13
15	25	37	4	64	45	37	33	28	52	30	53	37	19	38	14	49	40	12	24	61	42	55	5	22	8	39	44	38	8	58	25	32	38	51	17	50	64	26	51	26	31	29	8	53	39	9	3	9	32	51	55	30	25	22	0	21	36	48	43	46	57	4	50	4	37	37	7	9	7	62	8	11	55	27	27	25	55	32	9	53	15
16	12	21	20	44	33	29	22	17	39	9	41	22	9	28	34	28	26	32	3	42	24	34	25	2	27	19	29	26	22	37	6	18	21	36	35	32	45	5	31	11	11	9	27	33	23	13	21	29	17	30	35	10	18	5	21	0	16	38	33	31	37	20	31	18	17	23	14	29	28	43	29	32	35	17	11	14	34	12	28	33	16
28	20	16	35	28	29	31	23	20	34	7	35	19	20	27	49	13	22	48	13	28	15	19	41	14	42	3	22	24	37	22	13	17	13	29	49	20	30	11	15	15	6	7	42	18	17	29	36	45	16	15	20	6	24	15	36	16	0	35	32	25	23	35	19	33	5	21	30	45	43	29	45	48	20	22	13	20	19	6	43	17	28
32	49	19	50	44	7	11	16	22	7	36	8	17	32	10	54	34	13	58	35	33	22	45	48	39	47	34	14	12	42	39	41	20	22	12	49	24	36	39	41	27	32	34	47	33	19	46	45	55	21	39	35	34	22	33	48	38	35	0	5	12	31	50	26	48	31	15	43	52	52	33	53	56	33	22	27	25	38	31	48	36	32
28	45	15	45	43	5	7	11	17	10	32	11	13	27	5	50	31	10	54	31	33	19	43	44	35	43	31	12	8	38	37	37	16	19	12	45	23	36	34	39	22	28	30	43	31	15	41	40	51	17	37	33	30	18	28	43	33	32	5	0	11	30	45	25	43	27	11	38	48	48	33	48	51	31	17	23	20	37	27	44	34	28
31	41	10	47	32	6	15	13	18	9	27	11	9	27	11	55	21	6	57	28	22	10	33	48	32	47	22	2	9	42	26	33	14	11	5	51	12	26	30	29	21	23	25	47	20	9	41	44	54	14	27	22	25	21	27	46	31	25	12	11	0	19	47	14	45	20	9	40	52	51	23	52	55	21	19	20	21	26	21	48	23	31
45	43	22	57	13	25	34	30	32	25	29	26	23	38	29	68	11	23	69	34	4	16	18	60	37	61	20	19	27	55	9	37	26	19	20	66	8	8	34	16	31	27	29	61	6	20	50	56	65	26	14	6	28	36	35	57	37	23	31	30	19	0	57	7	55	20	25	50	65	63	6	65	68	4	33	30	34	10	25	62	9	45
18	22	38	0	64	47	40	35	29	54	29	55	38	20	40	17	48	42	13	23	61	42	53	9	21	12	38	45	40	12	57	23	33	39	52	21	51	64	25	50	27	31	28	12	52	40	7	8	10	33	50	55	30	28	22	4	20	35	50	45	47	57	0	50	2	37	38	7	12	9	62	11	13	55	29	28	26	54	32	13	53	18
38	38	15	50	19	20	28	23	25	21	24	22	16	32	23	62	9	16	62	28	11	9	20	54	31	54	16	12	20	48	13	31	19	12	15	60	2	15	28	16	24	21	23	54	7	13	44	49	59	19	14	9	22	29	29	50	31	19	26	25	14	7	50	0	48	15	18	44	58	57	12	58	61	7	27	23	27	12	19	55	10	38
15	22	35	2	62	45	37	33	27	51	27	53	36	17	38	18	46	39	15	21	59	40	51	9	19	12	36	43	37	11	55	21	31	37	50	21	48	62	23	48	25	28	26	12	50	37	5	7	11	31	48	52	28	25	20	4	18	33	48	43	45	55	2	48	0	35	36	5	12	10	60	12	15	52	26	25	24	52	29	13	50	15
27	24	12	37	27	24	27	20	18	29	9	30	14	20	23	50	11	17	49	14	24	10	19	42	17	42	3	17	20	37	20	17	13	9	24	49	16	27	14	16	13	7	9	42	15	12	31	37	46	12	14	17	8	22	16	37	17	5	31	27	20	20	37	15	35	0	17	31	46	44	26	46	49	17	19	12	18	17	6	43	16	27
22	34	4	38	36	10	11	5	9	16	21	18	2	19	7	46	23	3	48	20	29	10	34	39	24	38	20	8	3	33	30	26	5	8	14	43	17	32	23	30	12	17	19	38	24	5	33	35	45	6	28	26	19	12	19	37	23	21	15	11	9	25	38	18	36	17	0	31	43	42	29	43	46	25	10	12	12	29	16	39	26	22
11	21	30	7	58	40	32	28	22	46	23	48	31	12	33	20	42	34	19	17	55	35	48	11	16	13	33	38	32	10	51	19	26	32	45	22	44	58	20	45	20	24	22	13	46	33	4	7	15	26	44	48	24	20	15	7	14	30	43	38	40	50	7	44	5	31	31	0	15	13	56	15	18	48	22	21	19	48	25	14	46	11
21	34	44	12	73	51	42	39	34	57	38	59	44	26	43	5	57	46	6	32	69	49	63	4	31	5	48	51	44	10	66	34	39	46	57	11	58	72	35	60	34	39	38	5	61	46	17	9	4	39	59	63	39	31	30	9	29	45	52	48	52	65	12	58	12	46	43	15	0	2	70	1	3	63	33	35	32	63	40	5	61	21
20	32	43	9	71	51	41	39	33	57	37	58	43	25	43	8	55	46	6	30	68	48	61	4	29	6	46	50	43	10	64	32	38	45	56	13	57	71	33	58	33	38	36	6	59	45	15	8	3	38	58	62	37	31	29	7	28	43	52	48	51	63	9	57	10	44	42	13	2	0	69	2	4	61	33	34	31	61	39	6	60	20
50	48	27	62	12	28	38	34	37	27	35	27	28	44	33	74	16	27	74	40	2	21	22	66	42	66	26	22	31	60	11	42	31	24	22	71	12	3	39	20	36	32	34	66	11	25	56	61	71	31	19	10	34	41	40	62	43	29	33	33	23	6	62	12	60	26	29	56	70	69	0	70	73	9	38	35	39	14	31	67	13	50
21	33	44	11	73	51	42	39	34	58	38	59	44	26	44	6	57	47	5	32	69	49	63	4	31	6	47	51	44	11	66	33	39	46	57	12	58	72	34	60	34	39	37	6	61	46	17	9	3	39	59	63	39	31	30	8	29	45	53	48	52	65	11	58	12	46	43	15	1	2	70	0	3	63	33	35	32	63	40	5	61	21
24	36	47	13	76	55	45	43	37	61	41	62	47	29	47	5	60	50	3	35	72	52	66	8	34	9	51	54	47	14	69	36	43	49	60	12	61	75	37	63	37	42	40	9	64	49	20	12	4	43	62	66	42	35	33	11	32	48	56	51	55	68	13	61	15	49	46	18	3	4	73	3	0	66	37	38	35	66	43	8	64	24
43	40	22	55	12	26	35	30	31	27	27	28	23	37	30	67	7	23	67	32	7	15	15	58	34	59	17	19	27	54	6	34	25	18	22	65	9	10	31	12	29	24	26	59	2	20	48	54	63	25	10	2	25	35	33	55	35	20	33	31	21	4	55	7	52	17	25	48	63	61	9	63	66	0	33	28	32	7	23	60	5	43
12	29	11	29	44	19	12	6	2	25	19	26	11	10	12	36	29	13	38	15	38	18	39	29	19	28	23	17	11	23	37	22	7	15	24	33	26	41	20	35	8	16	17	28	31	13	24	25	35	8	33	34	18	2	12	27	17	22	22	17	19	33	29	27	26	19	10	22	33	33	38	33	37	33	0	9	3	35	16	30	33	12
16	22	10	28	38	22	20	12	8	29	10	30	12	9	18	39	22	15	39	8	34	14	31	31	12	31	15	18	15	26	31	14	7	11	26	38	23	37	11	27	2	7	8	31	26	12	22	26	36	6	26	28	9	11	6	27	11	13	27	23	20	30	28	23	25	12	12	21	35	34	35	35	38	28	9	0	6	29	7	32	27	16
11	26	12	26	43	21	16	9	3	28	16	29	12	7	15	35	28	15	37	12	38	18	37	27	16	27	21	19	13	22	37	19	8	15	26	33	26	41	16	33	5	14	14	27	31	14	21	23	33	8	32	33	15	4	9	25	14	20	25	20	21	34	26	27	24	18	12	19	32	31	39	32	35	32	3	6	0	34	13	28	32	11
44	37	25	54	10	32	39	33	34	33	25	34	26	37	34	67	6	28	66	31	12	19	8	59	33	60	15	24	31	55	3	32	28	21	28	66	15	14	29	6	30	24	25	60	6	23	47	54	63	27	5	4	24	38	33	55	34	19	38	37	26	10	54	12	52	17	29	48	63	61	14	63	66	7	35	29	34	0	23	61	2	44
22	20	12	32	33	25	25	17	14	30	5	32	14	15	22	45	17	18	44	9	30	12	24	36	12	37	8	19	19	32	26	12	11	10	26	44	20	33	9	21	9	2	4	37	21	13	25	31	41	10	20	23	4	18	10	32	12	6	31	27	21	25	32	19	29	6	16	25	40	39	31	40	43	23	16	7	13	23	0	38	21	22
17	34	40	13	70	47	37	35	31	53	37	55	40	24	39	7	55	43	11	30	66	46	61	3	30	1	46	47	40	7	64	33	36	43	53	8	55	69	33	58	31	37	36	1	58	43	17	7	9	36	57	61	37	27	28	9	28	43	48	44	48	62	13	55	13	43	39	14	5	6	67	5	8	60	30	32	28	61	38	0	59	17
43	36	22	53	11	29	37	31	31	31	24	32	24	36	32	66	4	25	65	30	12	16	10	57	32	58	14	22	29	53	4	31	26	19	25	65	12	14	28	7	28	22	24	58	3	21	46	53	62	25	5	3	23	35	31	53	33	17	36	34	23	9	53	10	50	16	26	46	61	60	13	61	64	5	33	27	32	2	21	59	0	43
0	27	23	18	54	30	22	18	13	37	22	38	23	8	23	24	38	25	26	16	49	29	46	17	18	16	30	30	23	11	47	21	19	25	36	22	37	52	21	43	14	22	21	16	41	25	15	13	23	19	42	44	22	10	13	15	16	28	32	28	31	45	18	38	15	27	22	11	21	20	50	21	24	43	12	16	11	44	22	17	43	0



